opt6.0
 0.1325919     0.0779430
 0.1242015     0.0760995
 0.1160367     0.0741524
 0.1081178     0.0721024
 0.1004649     0.0699528
 0.0930988     0.0677089
 0.0860391     0.0653785
 0.0793018     0.0629723
 0.0729008     0.0605040
 0.0668461     0.0579887
 0.0611432     0.0554432
 0.0557948     0.0528852
 0.0507989     0.0503313
 0.0461496     0.0477976
 0.0418385     0.0452999
 0.0378547     0.0428524
 0.0341847     0.0404673
 0.0308122     0.0381538
 0.0277191     0.0359186
 0.0248860     0.0337651
 0.0222931     0.0316947
 0.0199205     0.0297064
 0.0177487     0.0277978
 0.0157605     0.0259653
 0.0139401     0.0242039
 0.0122702     0.0225108
 0.0107347     0.0208834
 0.0093294     0.0193101
 0.0080535     0.0177779
 0.0068957     0.0162857
 0.0058427     0.0148343
 0.0048830     0.0134232
 0.0040081     0.0120512
 0.0032120     0.0107154
 0.0024910     0.0094128
 0.0018425     0.0081401
 0.0012679     0.0068929
 0.0007746     0.0056651
 0.0003711     0.0044530
 0.0000723     0.0032514
-0.0000947     0.0020637
-0.0001135     0.0008977
 0.0000289    -0.0002683
 0.0003466    -0.0014241
 0.0008146    -0.0025510
 0.0014088    -0.0036464
 0.0021346    -0.0046952
 0.0029902    -0.0056847
 0.0039667    -0.0066093
 0.0050544    -0.0074700
 0.0062441    -0.0082743
 0.0075296    -0.0090327
 0.0089091    -0.0097527
 0.0103836    -0.0104413
 0.0119556    -0.0111046
 0.0136304    -0.0117466
 0.0154154    -0.0123703
 0.0173204    -0.0129782
 0.0193563    -0.0135729
 0.0215364    -0.0141556
 0.0238769    -0.0147265
 0.0263971    -0.0152854
 0.0291191    -0.0158321
 0.0320692    -0.0163661
 0.0352778    -0.0168860
 0.0387806    -0.0173897
 0.0426172    -0.0178727
 0.0468316    -0.0183289
 0.0514715    -0.0187531
 0.0565846    -0.0191393
 0.0622153    -0.0194786
 0.0684011    -0.0197616
 0.0751618    -0.0199778
 0.0824975    -0.0201168
 0.0903871    -0.0201702
 0.0987862    -0.0201325
 0.1076353    -0.0200015
 0.1168674    -0.0197790
 0.1264152    -0.0194697
 0.1362178    -0.0190804
 0.1462224    -0.0186198
 0.1563842    -0.0180972
 0.1666689    -0.0175220
 0.1770506    -0.0169037
 0.1875086    -0.0162515
 0.1980267    -0.0155737
 0.2085937    -0.0148771
 0.2192022    -0.0141675
 0.2298471    -0.0134494
 0.2405255    -0.0127261
 0.2512352    -0.0119999
 0.2619736    -0.0112722
 0.2727378    -0.0105440
 0.2835259    -0.0098153
 0.2943376    -0.0090861
 0.3051729    -0.0083566
 0.3160301    -0.0076272
 0.3269070    -0.0068982
 0.3378008    -0.0061701
 0.3487100    -0.0054432
 0.3596301    -0.0047186
 0.3705498    -0.0039982
 0.3814679    -0.0032826
 0.3923867    -0.0025717
 0.4033080    -0.0018648
 0.4142307    -0.0011604
 0.4251454    -0.0004565
 0.4360532     0.0002553
 0.4469662     0.0009691
 0.4578909     0.0016677
 0.4688214     0.0023548
